"93812","45172","1","Play a chess game at night in the backyard with their big chess board"
"93817","45174","1","Get the frittata for breakfast!"
"93826","45178","1","Order the frittata for breakfast.  Or the cool speedy room service breakfast bag."
"93829","45179","1","Very important to know where your room is located. If being in SoBe means non stop partying, this won't be an issue. However, if a good night's sleep is of any interest, the best place for this to be found are the rooms at the back of the hotel."
"93836","45182","1","Make sure that you know where this hotel is located.  No taxi, shopkeeper or resident knows where the hotel or street is."
"93843","45185","1","They don't have a restaurant, but they have 24  hour room service and the breakfast and tea delivered to our room was wonderful! Or you may order from one of the living rooms/library off the lobby at any time."
"93852","45189","1","If you want to sleep, do NOT stay here. Between the loudness of the rooms at the courtyard and the street noise, you don;t have a chance of sleeping - which is why I'm typing this at 4am.

They don't do anything to allow their guests to sleep. People were loud in the courtyard from 3-4:30 AM, and with complaints from multiple people - they didn't make the guests stop their outdoor loud talking because they ""paid for their room and there was nothing they could do""."
"93859","45192","1","Un excellent rapport qualité/prix"
"93876","45200","1","Very helpfull concierge and staff, don't hesitate to ask for advice."
"93881","45202","1","Restaurant very busy make sure you book."
"93886","45204","1","Convenient access to LAX: Distance is 3-4 miles and there is a shuttle.
Free parking options: neighborhood behind the hotel."
"93891","45206","1","Visit the Circus Restaurant. For a reasonable price you will be served world class quality food. (I am a foodie, believe me.) The setting is wonderful for dinner as you sit outdoors on the roof terrace of the hotel. "
"93906","45213","1","The pool area is small, so be sure to get there in the morning to reserve a chair.  Also, keep in mind that most chairs do not get sunlight after 1/2pm.  If you want to tan into the afternoon, take the lounge chairs across from the bar.   After 2pm, the scene tends to change to young wanna be rockers and hipsters.  Be prepared to pay a lot for drinks that tend to be weak. 

Avoid the overpriced breakfast by exploring the neighborhood's cafes.  Konditori is right next door to the hotel!  Even the deli at the corner of Allen and Stanton has cheap breakfast sandwiches. 

"
"93921","45220","1","Make sure you say hi to Rudolfo and Dario at the restaurant.  They and the food were great."
"93926","45222","1","Book the hotel you won't regret it"
"93933","45225","1","J'ai toujours choisi une chambre donnant sur la piscine, je pense que les chambres donnant sur la rue ont beaucoup moins d'intérêt. On perd l'atmosphère et la vue."
"93936","45226","1","Do not miss a visit to Messina gelato which is just around the corner (but if you go at peak times be prepared to queue - it's worth it though!)."
"93939","45227","1","Mini room isn't too mini, it's still good for two people. Asian female concierge at the desk is really helpful if you want to know where to go."
"93944","45229","1","Around the corner, there are great smoothie shops and bakeries and La Rambla is a short walk."
"93955","45234","1","Ask for a room as high up as possible - amazing views!!!"
"93960","45236","1","Cool hotel but cheap materials."
"93971","45241","1","Look for a deal on the suites."
"93984","45247","1","At STG455 tax included, family rooms which sleep 4 are a pretty good deal, in the heart of Mayfair. They are quite roomy, we did not feel cramped."
"93987","45248","1","The garden with pool is really a treat - particularly in the hot summer months."
"93996","45252","1","Get a room with a sea view."
"94001","45254","1","le stanze non son grandi, purtroppo.
ma è così un po' dappertutto
Lo staff particolarmente gentile"
"94006","45256","1","Be very careful and exact with the taxi drivers from and to the airport.  Use the rental bikes to get around town.  Very easy once you register.  For a delicious Roman style pizza, try Attimi."
"94009","45257","1","This hotel has an amazing car service you should take advantage of !"
"94012","45258","1","Quem quer ter uma estadia diferenciada, charmosa, com mimos de luxo, num pequeno hotel. Recomento muito o The Arch."
"94021","45262","1","not all rooms have showers so be sure to ask for that, tubs too small. Lovely restaurants in area.
"
"94024","45263","1","Zetter is the best hotel of its kind this part of London. So if your main activities are in or around Clerkenwell, the Zetter is much recommended. Especially the terrace rooms during summer."
"94031","45266","1","this is a wonderful hotel"
"94042","45271","1","Food is good, very good even, but a little pricey."
"94055","45277","1","Avoid this hotel."
"94058","45278","0","The Wifi in the rooms can be weak on the upper floors.  "
"94063","45280","1","The tablet plus upgrade is the clincher. We got a fabulous suite and the breakfast is simply excellent."
"94068","45282","1","Be sure to get a river view!"
"94071","45283","1","La calidad del restaurante es excepcional."
"94074","45284","0","Go here for location and if you want to party by the pool at night. Overall though, I found the place lacking in atmosphere and style. "
"94105","45299","1","check out the nearby, OBE italian restaurant"
"94112","45302","1","AC is a bit tough to control - recommend contacting front desk for help / guidance."
"94115","45303","1","Enjoy the breakfast :)"
"94118","45304","1","Head to Vondelpark at dusk - great atmosphere! "
"94121","45305","1","Request a room away from the bar if you want more quiet.  "
"94128","45308","1","Great location n very warm personnel "
"94135","45311","1","Plan your wine trips BEFORE you come. "
"94140","45313","1","Great for a romantic getaway."
"94143","45314","1","Looks for other options. I hear the RIVA lofts is a great new hotel"
"94148","45316","1","Don't stay more than a few days as you will get tired of menu and activities. Photos of room taken with very wide lens so a lot smaller than they look."
"94151","45317","1","I think we booked a ""small"" room - if you're looking for a room that feels like you have enough breathing room, you need to avoid these. May work for 1 person but not for 2. "
"94166","45324","0","There is a lot of construction all around the hotel, so if you are bothered by noise, this might be a problem."
"94171","45326","1","It's a little hard to find by taxi as it is down a very lovely narrow street and entrance is wedged between storefronts.  Research that before you go."
"94180","45330","1","Book a room with a balcony for that extra space."
"94207","45343","1","Great location,great service,comfortable beds!"
"94210","45344","1","brave the heat and hang out on the rooftop patio. the views are beautiful. "
"94221","45349","0","be prepared to haul your own bags over the staircases up to your rooms!"
"94226","45351","1","Enjoy"
"94229","45352","1","The 5th floor  has a perfect view of the Eiffel tower, "
"94238","45356","1","Eat in the restaurant...dinner is divine."
"94245","45359","1","Visit nearby ‘La Cecca’ Ristorante (5 minutes walking distance). Excellent! (see separate review)"
"94248","45360","1","Stay here!"
"94257","45364","1","Be prepared to get minimal sleep due to the noise level"
"94262","45366","1","Don't stay by the elevator."
"94281","45375","1","If you are feeling adventurous, like we were, rent a scooter rather than take a taxi everywhere.  The  hotel let us park for free and we were never stuck in traffic watching the meter rack up.  "
"94294","45381","1","bit noising in the evening if you are near the ground floor. Some electrical stuff didn't work in the room."
"94297","45382","0","have a drink and some bacon at the bar"
"94310","45388","0","Don't rent the superior rooms as they are very dark. If you can afford rent the Deluxe rooms. "
"94319","45392","1","Book a corner suite"
"94322","45393","1","Definitely have a drink at the bar, a cozy enclave perfect for close conversations, romantic or otherwise."
"94325","45394","1","Upper level rooms have better views, but there is a 1st floor room that is absolutely huge, and has the only working fireplace. Romantic and perfect."
"94328","45395","1","If you're into the whole spa experience, definitely take advantage. If you're not a spa-goer, be prepared for everyone walking around in bathrobes."
"94341","45401","1","the room was nice but the hallways and lobbys were antiquated."
"94358","45409","1","The showers are great!"
"94363","45411","1","Ask for a quiet room."
"94368","45413","1","Call before to get instructions on how to get to the hotel!!...the parking is very expensive."
"94379","45418","1","Definitely book the gastro restaurant, it's really worth it, it's amazing. The hotel is cool and modern and the staff is nice.  "
"94382","45419","1","hôtel à recommander"
"94385","45420","1","Il Buco restaurant is steps away and it's fantastic."
"94396","45425","1","Just chill."
"94409","45431","1","At a starting price of $500/night, you can find a nicer, more authentic Santa Barbara experience downtown. "
"94418","45435","1","Wonderfulcity to walk around and go to Egadi Islands day sail"
"94425","45438","1","Enjoy! Marylebone is a great location to stay."
"94430","45440","1","It's definiotely not for everybody. If you desire more service (a la Four Seasons) then this would not be the place for you"
"94433","45441","1","Only stay if you are wanting a expensive backpacker style party atmosphere."
"94436","45442","1","Book the rooms facing poolside"
"94451","45449","1","Try and get the rooms with the views of the Remarkables especially for weekend stays as the other side can get a little noisy with passing pedestrians."
"94454","45450","1","There is a second swimming pool if the Swim Club pool is too busy or filthy. The cocktails are delicious and the fried avocado is to die for."
"94457","45451","1","Don't expect typical hotel vibe - no ""lobby"" or activity.  "
"94466","45455","1","Worth it for a few days of relaxation in the country. There is very little to do in the immediate vicinity of the hotel, it is a 15minute taxi ride to the nearest town, this also means that you will eat all of your meals in the hotel."
"94469","45456","1","Ne pas hésiter: bien situé, bon rapport qualité / prix, taille correcte des chambres."
"94472","45457","1","Junior suites are quite large, space for couch, huge armchair, and have a kitchenette where you can cook."
"94475","45458","1","Get the top floor room with patio, it's well worth it, especially if you're staying a few days.  The other rooms are a bit small, but that's typical of hotels of that standing in european cities.  Also, the top floor room is high above the street noise.  "
"94480","45460","1","- A little far from the center of Florence. Not a big deal, but surrounding areas of the hotel are not super nice."
"94491","45465","1","Daikanyama books, an easy walk away, has a fantastic cafe."
"94496","45467","1","Get a deluxe or Jr. Suite. The view is totally worth the deep westside address."
"94499","45468","1","very good bus communication to covent garden from in front of the hotel..."
"94502","45469","1","Worth it to ask them to order a boat for you!"
"94507","45471","1","Don't be put off by the location. While it is a bit far from the city center, the metro stop is very near. There are some cool areas within 10-15 min. walk...shops and restaurants (and a great little Mexican Restaurant near the train station). Do take advantage of the complimentary bikes and/or Mini. "
"94522","45478","1","Please add the following restaurant which is a 10 min walk from the hotel as the food and service was fabulous: Les Petits Oignons"
"94525","45479","1","Request an upgrade if possible.  I booked through Tablet Plus and got a bottle of French Wine and late check out (til 4pm).  They were supposed to offer 15% on their spa (but I didn't check)."
"94530","45481","1","Request a view of the Eiffel Tower.  Be nice to the front desk!"
"94533","45482","1","rooms are pretty small and basic and it is pretty noisy - but it is a great spot in the City "
"94538","45484","1","I only stayed 2 nights and wished I had at least another day there."
"94543","45486","0","Be sure to ask for restaurant recommendations from the staff--I tried all of them and they were excellent!"
"94554","45491","1","Stay here! Everything was perfect!"
"94557","45492","1","Bathrooms are not private---glass doors. Only travel with someone you feel VERY comfortable with."
"94562","45494","1","Eat at John Dory Oyster Bar its worth the whole in your pocket."
"94567","45496","1","Eat in the hotel at Ma Peche. Delish!"
"94586","45505","1","If someone is picking you up make sure you know which entrance it is. "
"94591","45507","1","Better hotels nearby at the same price. "
"94594","45508","1","Check which room you select - some dont have windows - very dark. "
"94599","45510","0","Definitely get a lagoon view!"
"94604","45512","1","The area around Almyra and Annabelle next door is trashy - lap dance club across the street and nasty strip clubs, dodgy touristy bars and cafes predominate. Unless that's your idea of a good time, don't do it."
"94609","45514","1","Have some cash on hand to tip the staff, since everything's a room charge so you don't deal with money directly"
"94614","45516","1","Very good breakfast included, and the concierge made excellent recommendations for restaurants."
"94617","45517","1","The hotel is close to the main train station so that area late at night is a little shady.  Take taxis to/from instead of walking.
The pro about being so close to the train station is that it provides a straight shot in just over 10 minutes to the airport."
"94626","45521","1","Try to get a room with a balcony overlooking the port."
"94633","45524","1","If they try to put you on the fourth floor in the front--just say no!"
"94636","45525","1","Bathrooms very small and extremely tired"
"94639","45526","0","If noise bothers you, ask for a room facing away from the road."
"94648","45530","1","rooms are very small.  property is tiny.  but this is always one of our best experiences in Paris.  we stay here on every trip to the city of light. "
"94651","45531","1","The food and beverage staff did a great job working around our food allergies."
"94654","45532","1","Let the inner child out and it's ok to take one too :-)"
"94657","45533","1","gutes Frühstück, netter Service"
"94660","45534","1","They provide bikes to ride around town for free and it was a nice change of pace.  "
"94665","45536","1","It's quite especially over the weekend.  A great location for a morning run along the water."
"94674","45540","1","High floor is worth the price."
"94683","45544","1","Make sure you have a drink at the JuMaNa bar at the edge of the ocean at sunset. Gorgeous! "
"94686","45545","1","Make sure you just stay in the area for dinner. Lovely restaurants all around."
"94705","45554","0","Stay somewhere else."
"94710","45556","0","A no go!"
"94713","45557","1","Profitez des restaurants dans le quartier"
"94718","45559","1","Go to cool docks next door! And Bund Beach! The Waterhouse is a little out of the centre, and the subway is about 15 minutes away, but there's lots to see in the area as it is!"
"94731","45565","1","I stayed on second floor and it could get noisy from bar downstairs."
"94746","45572","1","Don't miss the pool overlooking the ocean.  "
"94749","45573","1","Dont be put off by the comments about the neighbourhood. Its safe like any where, just keep an eye out at night."
"94752","45574","1","Do not stay here - the service is wonderful ... but if you are looking for a hotel that's trendy and luxurious .. this is NOT it"
"94755","45575","1","Eviter de prendre de le déjeuner dans le prix de votre chambre... il est juste affreux et pas du tout au niveau des tarifs de l'hôtel. Le parking pour voiture, c'est 40euros la journée ( même le personnel était navré du prix )... parquez-vous dans la rue.. ça vous en coûte 8 euros.
Le wifi est payant dans les chambres et gratuit dans le lobby.. Prenez une chambre au 1er, y a de forte chance que vous arriviez à utiliser ce dernier et vous éviter les 6 euros de connection par jour ou le forfait 15 euros pour 3 jours. "
"94760","45577","1","Don't stay here."
"94765","45579","1","Avoid this hotel!"
"94772","45582","1","Rooms are dark and on the small side"
"94775","45583","1","Some rooms are a bit noisy as the hotel overlooks a road with a lot of traffic. "
"94780","45585","1","Muriel's kitchen across the street is a great café."
"94785","45587","0","hotel vivement conseillé"
"94788","45588","1","This is a motel - not a hotel.  The rooms are old and dirty (there was mold and hair around the faucets in the bathroom).  I would not recommend staying here.  "
"94791","45589","1","After seeing the other rooms, I think suite 3 is the best of the 4. HUGE, bright, best view. "
"94794","45590","1","Book Another Hotel, The images outdo the Hotel."
"94797","45591","1","Just relax...."
"94802","45593","1","Consideren que para llegar a las habitaciones no pueden hacerlo en su auto, hay que dejar el auto en una zona especial y utilizar las camionetas del hotel. Esto significa que hay que avisar como 15 minutos antes de salir para que la camioneta esté esperándote."
"94809","45596","1","Go outside of August"
"94812","45597","1","The hotel restaurants and bars are more western prices, I would suggest venturing out and having the local food near the hotel. I enjoyed Au Lac Club. There is an ally way just outside the hotel where some of the best food in Hanoi is made. "
"94815","45598","1","Romantic, charming room"
"94828","45604","0"," If you're near the back staircase, don't sleep with the window open, cause a) you'll have no privacy, and b) when people leave in the morning, it'll be loud and you'll wake up."
"94831","45605","1","Make sure the city is not doing construction outside during stay.  Hotel could not do anything about it.  Also, it's New York."
"94848","45613","1","The location is excellent in addition to everything about the hotel. You will not regret staying here. "
"94851","45614","1","Don't miss their lavish champagne brunch if you are there on a Sunday. "
"94854","45615","1","レビューで、トイレとバスルームがガラスでスケスケ、と書かれている事もありますが、ご安心を。ちゃんと分厚いカーテンで目隠しできますので。。
桃園空港からは、バスにて「台北アリーナ」の前で下車。大通りをはす向かいに渡ってすぐ。
ホテル近くのオススメスポットは、ヌガーで有名な「糖村」、上品な点心がいただける「吉品海鮮餐廳」もあり、深夜までやっているマッサージ「表参道ヘルス養生會館」も！"
"94859","45617","1","Get a room with a terrace. It's well worth it. "
"94868","45621","1","If you want to be in SoHo and close to a lot that the area has to offer, it's a great place to stay. There's always something going on nearby. And the staff is kind enough to help Newbies or veterans feel welcome."
"94871","45622","1","Do yourself a favour and have the concierge book reservation at Kuzina restaurant for you, 8:00 pm and ask for the top terrace. It's a stunning sunset view of the Acropolis and the area, in a Michelin 2 star restaurant that is extremely affordable. You will not believe how stunning it is."
"94876","45624","1","Y aller"
"94887","45629","1","""Beer garden"" is relaxing."
"94892","45631","0","make it to Banbridge with the bikes (it is hilly!)"
"94897","45633","1","Ask for a room with a view of the garden"
"94902","45635","1","Possible you decide to stay in the room whole day. We had a junior suite. The bathtub and city view where just excellent."
"94923","45645","1","Go to Ulla for dinner.  A terrific small restaurant in walking distance of hotel. Coffee shop on corner of hotel's street has much better coffee and breakfast."
"94934","45650","1","Great cafe's walking distance - try Nate's - cafe plus wine shop/tasting"
"94939","45652","1","Bien choisir sa chambre en fonction de ces attentes design et confort"
"94944","45654","1","Rooms are on the small size, ask for an upgrade upon check in."
"94951","45657","1","No wifi in the rooms.  This is truly an inconvenience is this day and age.  "
"94954","45658","1","Great value.  Would stay again when I am in Milan. "
"94957","45659","1","Service is as important as food to me.  The restaurant for dinner wasn't worth it. "
"94960","45660","1","They love Tablet guests...a suite was available even though I'd only booked a queen room, so I got an upgrade!"
"94963","45661","1","Neighborhood is skid row-ish, but is up and coming.  Don't be surprised to see an abundance of homeless folks and the smell of urine in the street.  Hotel and rooms felt secure."
"94980","45669","1","Podem arriscar, muito boa opção em Londres"
"94987","45672","1","only  6 rooms in Hotel. first floor have two very small ones. other 4 floors are full floor suites. nice choose. need to try rooftop in evening i feel sleep midnight with fresg sea Breeze"
"94990","45673","1","Make sure the spa is open. "
"94993","45674","1","The space is quite small, but very clean and well put together.
Great location in St Germain.
Staff was friendly and helpful."
"94996","45675","1","The in-house restaurant is superb and better than anywhere else we ate in St. Michaels and surrounds."
"95001","45677","0","not up to other tablet; not even close."
"95004","45678","1","get one of the river suites or the suite. "
"95009","45680","1","Walk across the street to the Portland Penny Diner for an amazing breakfast! "
"95014","45682","1","We are from Ohio - we had never tried ""hot chicken."" There was an awesome joint around the corner called Haddie B's. Cheap and tasty!"
"95019","45684","1","Book ahead for the spa. "
"95030","45689","1","Watch out which rooms you get. I had a ground floor room with a really depressing look out onto an alley."
"95033","45690","1","Higher floors are better at this place. I meant to check out their cool looking roof bar (Vertigo) but never made it up there. "
"95038","45692","0","This hotel is probably best suited to those with young families. It does not really match up to others in the Joie de Vivre group"
